,PC1,PC2
Orbital_velocity_std,1.0012942275783943,0.16469599573829727
Stokes_Drifts_prof_on_Satellite_Direction,0.09133175980420517,-0.6754992747933392
Mean_Wave_Period,0.6409700767834466,-0.5417267475036717
Wind_Speed_Model,0.8577367766905883,0.39562745911436203
SWH_Model,0.9871601368041589,-0.09656812038751328
