,PC1,PC2
Orbital_velocity_std,0.9605251415813078,-0.1963499141492691
Stokes_Drifts_prof_on_Satellite_Direction,0.5726906466269727,-0.01879157607947293
Mean_Wave_Period,0.5416311710514458,0.8320311311062935
Wind_Speed_Model,0.8452348301404962,-0.49511994487809785
SWH_Model,0.9675376166648987,0.1728092145254092
