,PC1,PC2
Orbital_velocity_std,0.9504280190743719,-0.21403079790858326
Stokes_Drifts_prof_on_Satellite_Direction,0.5676460721535459,-0.029629448039379606
Mean_Wave_Period,0.559655092705469,0.8142721943906074
Wind_Speed_Alti,0.8311480364093429,-0.49900135188861977
SWH_Alti,0.9512971572686177,0.18845039013907777
