,PC1,PC2
Orbital_velocity_std,0.80648847632952,-0.18074019463119095
Stokes_Drifts_prof_on_Satellite_Direction,0.12659217509977289,0.1630674144675186
Mean_Wave_Period,0.42542410982260587,0.7663783047019415
Wind_Speed_Alti,0.7442417902844762,-0.4513167555091709
SWH_Alti,0.7658312635891362,0.1762461444862475
