,PC1,PC2
Orbital_velocity_std,0.9935699684668488,0.14405076451136872
Stokes_Drifts_prof_on_Satellite_Direction,0.08367047608269311,-0.7353938445520051
Mean_Wave_Period,0.6416120264494223,-0.4904885671712539
Wind_Speed_Alti,0.9017700056210837,0.3658762974489693
SWH_Alti,0.9874117989515195,-0.09806108033974191
