,PC1,PC2
Orbital_velocity_std,0.4464134620399335,0.20254715141389334
Stokes_Drifts_prof_on_Satellite_Direction,-0.16924883837482366,-0.02788893694338113
Mean_Wave_Period,-0.3290575195793088,0.5843820825671383
Wind_Speed_Alti,0.5850814348484753,0.057932240770024075
SWH_Alti,0.20211840066331518,0.3129863216047285
