,PC1,PC2
Orbital_velocity_std,0.9333324621352843,-0.19015704376357637
Stokes_Drifts_prof_on_Satellite_Direction,0.7083855369977355,0.14406309476545315
Mean_Wave_Period,0.37343764365484733,0.7966105475660326
Wind_Speed_Model,0.8642298532657822,-0.4578327722879214
SWH_Model,0.9339101719794375,0.18590215433060608
