,PC1,PC2
Orbital_velocity_std,0.9234395095510014,-0.2123138591294301
Stokes_Drifts_prof_on_Satellite_Direction,0.7071949239700521,0.11284082957541092
Mean_Wave_Period,0.3971414022536509,0.7831115941648027
Wind_Speed_Alti,0.83045352844337,-0.46575172342850457
SWH_Alti,0.9279413335249264,0.20695022690244547
