,PC1,PC2
Orbital_velocity_std,0.3675203315133339,0.3682384331003282
Stokes_Drifts_prof_on_Satellite_Direction,-0.1727922192095429,-0.07339591908872936
Mean_Wave_Period,-0.6068734963571446,0.5194304168787526
Wind_Speed_Alti,0.5446416254100239,0.24028621323981356
SWH_Alti,0.08514008092515901,0.42684155709932287
