,PC1,PC2
Orbital_velocity_std,0.9265859484869432,-0.20425960230318715
Stokes_Drifts_prof_on_Satellite_Direction,0.7058362156549871,0.12933003633863582
Mean_Wave_Period,0.3877711752202272,0.7878154840096505
Wind_Speed_Alti,0.8369321909137883,-0.4624557356838152
SWH_Alti,0.9284513117684884,0.19336523910048078
