,PC1,PC2
Orbital_velocity_std,0.7168819929417015,-0.1534446785969679
Stokes_Drifts_prof_on_Satellite_Direction,-0.06958222586423081,0.007128230904579847
Mean_Wave_Period,0.36571194646805044,0.8187869038868665
Wind_Speed_Alti,0.6600202721148517,-0.3984568477227724
SWH_Alti,0.6029742801614214,0.12280319792227443
