,PC1,PC2
Orbital_velocity_std,0.9906401844261727,0.12730537730562172
Stokes_Drifts_prof_on_Satellite_Direction,0.08394588786709173,-0.8199979201750615
Mean_Wave_Period,0.6498993296753378,-0.39189758881843434
Wind_Speed_Alti,0.9031943687615013,0.30482221126217995
SWH_Alti,0.9785149041916599,-0.07960848942767978
