,PC1,PC2
Orbital_velocity_std,0.38348250235846043,0.3631057692361452
Stokes_Drifts_prof_on_Satellite_Direction,-0.180207733055598,-0.07145628995224543
Mean_Wave_Period,-0.5927019783892438,0.5377386949843578
Wind_Speed_Model,0.5516668351400699,0.24369161348295962
SWH_Model,0.07599830916233126,0.42317418026149417
