,PC1,PC2
Orbital_velocity_std,0.9258266502330014,-0.21082339868200153
Stokes_Drifts_prof_on_Satellite_Direction,0.7826717018461089,0.19289911555218248
Mean_Wave_Period,0.24824394469039807,0.8029280485945728
Wind_Speed_Alti,0.8653019708944134,-0.44415083442350717
SWH_Alti,0.919979832262742,0.24914873154368788
